id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_1832,125,239,105,370,426,104,215,168,97,80,125,239,205,262,124
sample_1833,119,233,105,362,428,98,210,164,106,86,123,239,213,264,124
sample_1834,119,236,113,361,424,98,215,176,103,80,121,245,201,264,122
sample_1835,121,239,109,372,422,101,210,168,106,80,123,239,209,262,124
sample_1836,125,236,105,372,426,104,215,168,103,80,125,236,205,262,122
sample_1837,129,245,101,364,428,107,210,164,109,82,127,245,213,262,122
sample_1838,125,233,105,372,428,104,210,168,106,80,127,239,209,262,124
sample_1839,127,245,101,370,428,107,210,168,112,82,125,242,205,272,122
sample_1840,129,233,109,372,426,101,215,168,106,78,123,239,205,262,124
sample_1841,125,233,105,372,422,101,215,164,97,78,127,239,205,262,124
sample_1842,125,239,105,372,422,101,210,168,100,78,125,239,205,264,122
sample_1843,123,242,109,366,428,104,210,172,112,84,121,236,205,262,122
sample_1844,125,245,105,364,428,110,210,164,103,84,129,242,213,270,122
sample_1845,121,233,109,364,426,98,215,176,109,86,123,233,213,264,124
sample_1846,119,239,105,361,424,107,215,159,106,86,119,236,205,262,124
sample_1847,125,242,105,364,426,104,210,164,109,82,129,236,213,272,122
sample_1848,121,236,113,361,424,98,215,176,100,84,123,239,205,261,122
sample_1849,121,236,105,364,424,104,210,172,112,86,127,239,205,261,124
sample_1850,121,242,101,364,426,107,210,176,109,86,123,236,209,262,124
sample_1851,123,236,113,364,424,98,215,172,100,84,125,239,201,262,122
sample_1852,121,233,109,372,428,101,215,172,103,82,125,233,205,262,124
sample_1853,119,233,105,366,428,110,210,164,106,82,121,236,205,262,124
sample_1854,123,239,105,370,426,101,215,172,100,78,129,239,205,261,124
sample_1855,123,239,109,368,422,104,215,168,97,80,127,242,205,261,124
sample_1856,125,236,105,364,424,101,215,164,103,84,127,242,205,264,124
sample_1857,127,236,105,372,428,104,210,164,109,82,125,245,209,264,122
sample_1858,121,236,105,361,426,98,210,176,97,82,123,236,201,266,124
sample_1859,127,242,105,372,426,107,210,172,103,82,129,239,213,272,124
sample_1860,123,239,105,372,426,101,215,168,100,82,127,239,205,264,124
sample_1861,123,239,105,368,422,101,215,172,100,80,127,239,209,264,124
sample_1862,125,245,101,370,428,104,210,168,109,82,127,242,209,272,122
sample_1863,129,233,109,372,428,101,210,168,109,82,125,236,209,264,122
sample_1864,125,233,101,372,428,107,210,164,109,82,125,245,213,272,122
sample_1865,129,245,101,364,428,104,215,168,109,84,127,242,209,272,122
sample_1866,121,239,105,370,426,101,215,168,97,78,125,239,213,261,124
sample_1867,123,233,109,361,424,98,210,176,103,80,123,236,205,266,122
sample_1868,123,236,109,361,424,101,215,172,103,82,121,236,205,262,122
sample_1869,129,239,113,372,424,101,215,172,97,78,127,239,205,261,124
sample_1870,119,236,113,370,424,107,215,168,100,86,123,239,209,262,124
sample_1871,125,233,105,370,426,107,210,168,97,80,125,239,209,261,124
sample_1872,129,236,105,370,422,107,215,164,97,80,125,236,213,261,124
sample_1873,127,242,101,368,428,110,215,164,100,82,125,245,213,272,122
sample_1874,119,239,105,362,426,104,210,164,106,86,121,236,205,270,122
sample_1875,125,239,109,370,428,104,215,168,103,78,129,239,209,264,124
sample_1876,121,236,109,370,422,101,215,168,100,80,123,239,205,261,124
sample_1877,125,239,113,370,428,101,215,176,106,78,127,239,209,264,124
sample_1878,127,233,105,370,424,104,210,168,100,80,127,233,205,261,124
sample_1879,125,239,113,368,424,110,210,164,106,86,129,236,201,264,124
sample_1880,121,236,105,361,424,107,215,172,109,84,125,236,205,264,124
sample_1881,129,242,101,364,426,110,210,164,106,82,127,242,205,272,122
sample_1882,125,239,113,370,426,104,215,164,100,82,125,239,209,261,124
sample_1883,125,236,105,364,428,107,210,172,106,86,129,239,213,266,124
sample_1884,121,233,105,364,424,104,210,172,103,78,125,245,205,262,122
sample_1885,125,245,105,372,426,104,210,172,112,82,125,245,209,272,122
sample_1886,121,233,113,361,424,98,215,176,103,78,125,236,205,264,124
sample_1887,125,239,105,370,424,104,210,159,103,78,125,239,205,264,122
sample_1888,123,233,101,364,424,104,210,172,106,86,129,233,205,262,124
sample_1889,121,236,109,370,422,107,210,172,106,86,123,236,205,268,124
sample_1890,129,239,101,364,428,107,210,164,109,82,125,245,209,272,122
sample_1891,123,233,109,361,424,98,210,172,100,80,123,233,205,264,122
sample_1892,127,233,101,372,424,107,210,164,97,82,129,236,213,270,122
sample_1893,125,239,109,370,428,104,210,172,100,78,125,239,205,261,122
sample_1894,121,233,113,361,424,98,215,172,103,78,125,236,205,261,124
sample_1895,125,239,109,372,422,101,215,168,100,80,129,233,213,262,124
sample_1896,123,236,113,362,424,98,210,176,103,80,121,239,205,264,122
sample_1897,125,242,105,362,428,101,210,159,103,82,125,242,213,272,122
sample_1898,119,236,105,364,428,107,210,159,112,86,123,239,205,261,124
sample_1899,127,245,101,372,424,104,210,164,106,82,129,245,213,268,122
sample_1900,125,233,105,372,428,110,215,164,109,82,125,236,213,264,122
sample_1901,125,239,109,372,424,107,215,168,100,80,125,236,209,261,122
sample_1902,125,245,109,364,424,110,215,164,103,82,127,242,213,272,124
sample_1903,119,233,105,361,428,107,215,164,106,82,123,233,209,264,124
sample_1904,119,233,105,366,428,104,210,172,103,84,125,236,205,262,124
sample_1905,127,242,105,364,426,104,215,159,109,82,127,242,209,272,122
sample_1906,127,239,109,370,422,101,215,168,106,82,129,236,205,261,124
sample_1907,123,239,105,362,428,107,215,172,97,86,123,236,205,262,124
sample_1908,121,245,113,364,426,101,210,176,100,82,123,236,205,262,122
sample_1909,121,239,113,368,426,107,215,172,106,78,123,239,205,264,124
sample_1910,119,236,105,368,426,107,210,168,109,86,125,236,201,264,124
sample_1911,121,233,109,361,424,98,215,172,106,84,121,236,205,264,124
sample_1912,121,239,113,361,424,98,215,172,103,80,121,242,205,264,122
sample_1913,121,239,105,372,428,101,215,164,106,80,129,239,209,261,122
sample_1914,123,233,113,362,424,104,210,172,103,82,121,233,205,264,122
sample_1915,121,236,105,362,428,110,215,172,112,80,119,239,205,264,124
sample_1916,127,239,105,362,428,107,210,168,112,82,127,233,213,272,122
sample_1917,121,233,113,361,424,98,215,172,100,82,123,239,205,266,122
sample_1918,121,233,105,364,428,107,210,172,106,82,125,236,213,264,124
sample_1919,119,239,109,366,426,98,210,172,109,86,121,236,205,264,124
sample_1920,121,245,109,361,428,98,215,176,103,82,121,233,205,262,122
sample_1921,127,242,101,364,428,98,215,159,109,82,129,242,213,264,122
sample_1922,121,236,109,370,426,107,210,168,100,84,119,239,205,262,124
sample_1923,121,236,113,361,424,98,210,172,100,84,121,236,205,264,122
sample_1924,123,236,109,364,428,110,210,172,97,86,121,239,213,262,124
sample_1925,121,239,109,370,424,104,215,172,100,80,125,239,209,264,124
sample_1926,127,242,109,366,424,110,210,164,112,82,127,245,213,270,122
sample_1927,119,239,105,364,422,98,210,176,106,84,125,239,205,264,122
sample_1928,125,239,101,364,428,101,210,159,103,84,125,242,213,264,124
sample_1929,129,239,105,368,428,101,215,164,100,78,125,242,213,261,124
sample_1930,123,236,109,362,424,98,215,172,103,80,121,236,205,262,122
sample_1931,123,239,105,370,426,101,215,159,106,78,127,239,205,261,124
sample_1932,121,233,109,364,424,98,215,176,100,82,123,242,205,264,124
sample_1933,121,239,105,362,428,107,215,176,106,86,121,233,205,264,124
sample_1934,125,239,105,368,428,107,215,172,103,78,125,239,213,262,124
sample_1935,129,245,109,372,428,104,210,164,100,80,129,242,213,270,124
sample_1936,119,239,109,370,426,101,210,164,106,84,125,236,205,261,124
sample_1937,129,239,105,372,422,107,215,172,100,78,123,239,205,261,122
sample_1938,129,245,101,364,428,101,210,168,106,80,125,242,213,272,122
sample_1939,121,239,105,370,428,98,210,164,112,86,125,236,205,270,124
sample_1940,125,239,109,370,424,101,215,172,100,78,125,236,209,261,124
sample_1941,123,236,113,362,428,107,210,172,109,82,125,239,205,264,124
sample_1942,125,239,109,372,426,101,215,172,100,80,125,239,209,262,122
sample_1943,129,239,109,372,422,101,215,159,100,82,127,236,209,261,124
sample_1944,119,236,101,362,422,110,210,164,97,86,121,233,205,264,124
sample_1945,125,245,109,372,424,104,215,159,103,82,129,239,209,261,124
sample_1946,123,242,105,364,428,104,215,172,106,80,123,233,205,262,124
sample_1947,119,236,105,362,426,107,215,172,109,82,125,233,205,264,122
sample_1948,123,236,105,370,422,104,215,168,100,80,127,236,213,262,124
sample_1949,127,239,105,370,428,101,215,168,100,80,125,239,213,261,124
sample_1950,123,242,113,364,422,104,215,172,109,84,129,239,209,262,122
sample_1951,123,236,109,364,426,98,210,159,106,86,125,233,209,264,124
sample_1952,119,239,105,364,428,107,210,172,103,86,123,236,205,270,124
sample_1953,121,236,113,366,426,107,215,159,112,82,127,236,213,264,124
sample_1954,119,245,105,361,424,101,215,172,103,82,125,233,205,264,122
sample_1955,119,239,113,362,426,104,215,172,106,86,125,236,201,264,124
sample_1956,121,236,113,361,424,104,210,172,106,82,121,236,205,264,124
sample_1957,125,239,109,370,424,104,215,168,106,80,125,239,209,261,122
sample_1958,127,239,105,362,428,104,210,172,109,82,127,236,213,270,122
sample_1959,119,236,113,361,424,98,215,172,106,84,123,239,201,262,122
sample_1960,125,239,105,370,424,101,215,172,100,78,129,239,205,264,124
sample_1961,119,236,109,361,424,98,210,172,103,82,121,233,205,262,124
sample_1962,125,239,113,372,422,98,215,164,97,78,125,239,205,261,124
sample_1963,129,245,105,364,426,104,210,172,106,82,127,245,205,272,122
sample_1964,129,239,109,372,426,101,215,164,97,80,125,233,205,264,124
sample_1965,123,245,113,361,424,98,210,172,103,80,123,242,205,262,122
sample_1966,125,236,113,372,428,104,215,172,103,80,127,239,205,261,124
sample_1967,125,239,113,370,426,101,210,168,97,80,127,239,205,262,124
sample_1968,119,239,105,364,422,107,210,172,112,86,125,236,205,261,124
sample_1969,125,239,105,372,424,98,215,172,103,82,123,239,209,262,124
sample_1970,123,239,105,372,428,104,215,168,97,82,129,239,213,262,124
sample_1971,125,236,109,372,428,104,210,168,106,80,125,233,213,264,122
sample_1972,129,239,109,370,422,107,215,164,103,82,129,239,209,261,122
sample_1973,123,233,113,364,424,98,210,172,100,80,121,236,205,264,122
sample_1974,129,239,109,370,422,104,215,164,100,80,129,239,205,262,124
sample_1975,127,245,109,364,428,101,210,164,109,80,129,242,213,268,124
sample_1976,129,242,101,370,426,107,210,176,103,84,121,239,205,262,124
sample_1977,121,242,113,372,428,101,215,168,106,80,125,239,209,262,124
sample_1978,127,233,105,364,424,107,215,168,106,82,125,245,213,272,122
sample_1979,127,239,105,370,428,107,215,168,100,78,129,239,205,262,124
sample_1980,129,239,101,368,426,104,210,164,109,84,129,242,209,272,122
sample_1981,127,239,113,362,428,104,210,172,97,84,125,239,209,270,124
sample_1982,129,245,105,364,428,107,210,168,109,82,125,245,209,272,122
sample_1983,129,239,109,372,424,104,210,159,103,80,125,239,213,262,124
sample_1984,123,233,113,361,424,98,215,176,100,82,123,236,205,262,122
sample_1985,127,233,109,364,428,98,210,172,109,82,127,239,209,262,122
sample_1986,129,242,101,364,426,104,210,164,109,82,127,242,209,272,122
sample_1987,125,239,105,372,424,104,215,172,106,80,129,239,213,262,124
sample_1988,121,245,113,361,426,104,210,176,103,78,123,233,205,262,122
sample_1989,127,242,101,364,428,98,210,164,109,80,129,236,213,266,122
sample_1990,129,245,105,366,428,104,210,164,109,82,129,245,209,268,124
sample_1991,127,245,105,364,426,107,210,164,109,82,127,233,213,272,122
sample_1992,127,242,105,364,428,107,210,168,109,82,127,242,213,272,122
sample_1993,129,245,101,364,426,104,210,172,109,80,129,239,213,272,122
sample_1994,123,233,109,361,426,98,215,172,103,80,123,233,205,262,122
sample_1995,123,236,113,364,426,107,210,176,109,86,123,236,209,270,122
sample_1996,127,233,109,366,422,104,210,172,109,82,121,239,209,261,124
sample_1997,119,233,105,364,424,107,215,172,97,86,125,236,209,266,122
sample_1998,121,236,105,364,428,107,210,164,103,86,121,239,205,264,124
sample_1999,125,233,105,372,426,104,215,164,106,82,125,245,213,268,122
sample_2000,119,239,113,362,428,107,215,172,109,86,121,239,209,264,124
sample_2001,123,236,105,362,428,107,215,168,106,86,125,233,209,261,124
sample_2002,123,233,113,361,424,98,215,176,103,78,123,239,205,262,122
sample_2003,123,233,109,362,428,104,210,172,103,84,125,242,213,264,122
sample_2004,121,239,113,362,424,101,210,172,103,86,123,239,205,264,124
sample_2005,129,233,109,370,428,110,210,168,106,82,127,239,213,272,124
sample_2006,119,239,105,364,424,110,210,172,109,86,123,233,209,262,124
sample_2007,125,245,101,368,428,104,210,164,103,82,127,245,205,264,124
sample_2008,125,239,105,372,422,101,215,164,106,78,125,239,213,261,124
sample_2009,129,245,109,372,428,104,215,164,109,80,125,245,213,270,122
sample_2010,123,236,113,362,422,104,210,172,106,82,127,233,213,268,124
sample_2011,119,242,105,364,426,107,210,172,100,86,125,236,209,266,124
sample_2012,121,233,113,361,426,98,210,172,100,78,121,245,205,262,124
sample_2013,119,236,105,368,428,104,210,172,106,80,125,239,205,264,124
sample_2014,119,233,113,361,426,104,210,172,106,80,121,233,205,262,124
sample_2015,123,239,105,364,426,104,210,172,112,86,123,236,209,264,124
sample_2016,125,239,101,364,428,107,210,164,109,86,121,233,201,270,122
sample_2017,121,236,113,361,424,104,215,176,100,80,123,245,205,264,124
sample_2018,121,239,105,366,426,107,210,172,106,86,129,239,205,268,124
sample_2019,127,239,109,370,426,101,215,168,100,82,129,233,209,261,124
sample_2020,129,239,109,368,424,101,215,176,97,78,125,239,209,262,124
sample_2021,121,233,109,362,426,98,210,172,100,86,129,233,205,262,124
sample_2022,119,245,113,361,424,98,215,172,100,82,125,245,205,264,122
sample_2023,123,245,113,361,424,98,215,172,100,78,121,245,205,264,124
sample_2024,125,239,105,372,422,107,215,164,103,78,127,239,209,261,124
sample_2025,125,242,105,368,428,104,210,168,112,82,129,242,209,270,122
sample_2026,129,236,109,364,426,98,215,168,106,86,123,236,205,264,124
sample_2027,127,242,101,372,426,104,210,164,106,84,127,242,213,264,122
sample_2028,127,242,101,364,428,104,210,164,109,80,125,233,213,272,124
sample_2029,123,236,101,370,422,110,210,172,97,86,121,236,205,264,124
sample_2030,121,233,113,361,426,98,210,172,103,84,125,242,205,264,124
sample_2031,123,236,109,362,424,101,210,172,112,86,129,239,205,261,124
sample_2032,125,245,109,372,428,104,210,164,106,82,127,245,213,272,122
sample_2033,129,242,109,372,428,107,210,164,109,82,129,245,213,266,124
sample_2034,125,239,101,362,428,110,210,159,109,80,127,233,213,272,122
sample_2035,119,242,109,364,426,101,210,176,109,86,125,239,213,262,122
sample_2036,125,242,101,364,424,107,210,164,109,82,129,242,209,266,124
sample_2037,127,242,105,366,424,107,215,164,109,82,127,245,213,266,122
sample_2038,125,242,109,366,424,107,210,164,112,82,127,242,213,272,122
sample_2039,129,239,113,372,426,104,215,172,100,82,129,239,213,261,124
sample_2040,129,239,113,368,428,101,215,172,100,80,125,233,205,261,124
sample_2041,125,242,105,361,422,110,215,172,97,86,125,236,209,266,124
sample_2042,127,239,105,372,422,107,215,168,103,78,127,236,209,261,124
sample_2043,125,239,109,372,426,104,215,168,103,82,129,242,205,262,124
sample_2044,125,242,105,370,426,107,210,164,106,82,127,245,209,272,122
sample_2045,125,239,105,372,426,98,215,168,100,78,125,239,213,262,122
sample_2046,123,236,101,362,424,104,210,164,109,86,127,233,205,264,124
sample_2047,125,245,109,366,428,104,210,164,106,82,129,242,213,272,122
sample_2048,121,236,105,364,424,101,215,176,103,82,123,236,201,261,124
sample_2049,125,239,105,372,428,101,215,168,106,78,127,239,205,261,124
sample_2050,125,233,101,372,428,110,210,164,106,82,127,239,209,268,122
sample_2051,123,233,105,364,424,98,210,172,103,80,121,239,205,261,122
sample_2052,129,245,101,364,426,104,210,168,109,82,127,233,205,266,122
sample_2053,129,233,101,372,428,104,210,164,109,80,127,245,213,272,122
sample_2054,125,233,105,372,426,107,215,164,100,82,129,233,205,264,124
sample_2055,121,239,105,370,424,101,215,172,100,78,127,242,209,261,124
sample_2056,119,239,113,361,424,104,215,176,100,78,123,242,205,262,122
sample_2057,127,239,105,372,428,101,215,168,97,80,125,239,213,262,124
sample_2058,123,233,105,361,424,104,210,176,100,78,125,239,205,264,122
sample_2059,129,239,109,372,428,104,215,172,97,78,127,239,205,262,122
sample_2060,125,239,113,372,422,104,215,172,100,80,127,245,205,261,124
sample_2061,129,236,113,372,424,98,215,168,103,80,125,239,205,261,124
sample_2062,123,239,109,361,424,98,215,172,100,82,123,233,205,262,122
sample_2063,125,239,109,364,424,110,215,172,106,82,121,236,205,264,124
sample_2064,125,239,113,372,428,104,215,172,106,78,129,245,213,261,124
sample_2065,123,233,109,364,424,104,215,172,100,80,125,242,205,266,124
sample_2066,129,236,101,364,428,110,210,164,109,80,127,242,213,272,122
sample_2067,125,233,109,372,428,101,210,172,106,80,125,245,205,262,122
sample_2068,123,233,113,361,426,98,215,176,103,82,123,245,205,266,122
sample_2069,125,245,101,368,428,101,210,168,109,82,127,242,213,262,122
sample_2070,123,242,105,362,426,107,215,172,103,82,121,242,205,268,122
sample_2071,127,245,105,366,428,104,210,164,106,82,125,245,213,262,124
sample_2072,127,242,105,368,428,104,215,164,106,82,127,245,213,270,124
sample_2073,125,245,101,368,428,107,215,172,109,82,125,245,213,264,122
sample_2074,125,239,113,370,428,104,215,168,100,80,123,239,209,261,124
sample_2075,127,239,109,364,426,107,215,164,109,80,129,236,209,264,122
sample_2076,127,245,101,370,428,104,210,164,97,80,127,245,213,272,122
sample_2077,125,239,113,368,424,101,210,172,103,80,125,239,213,261,124
sample_2078,123,233,113,361,424,98,215,176,103,82,121,245,205,261,122
sample_2079,119,242,105,364,426,107,210,164,112,84,125,233,205,261,124
sample_2080,125,239,109,372,426,104,215,168,106,78,125,236,209,262,124
sample_2081,125,236,109,364,422,110,210,176,106,82,125,236,205,270,124
sample_2082,121,236,113,361,424,101,215,172,100,80,123,236,205,264,122
sample_2083,125,233,105,372,428,101,210,164,109,82,129,233,205,272,124
sample_2084,127,245,101,368,428,104,215,172,103,84,129,242,213,266,124
sample_2085,123,239,113,370,426,98,215,168,100,82,125,239,209,262,124
sample_2086,121,236,105,362,424,98,210,172,103,80,123,245,205,262,122
sample_2087,121,233,113,361,424,101,215,172,103,80,121,239,205,262,122
sample_2088,123,239,101,366,428,107,210,172,106,84,125,236,209,262,124
sample_2089,121,233,113,362,424,98,215,172,103,78,123,242,205,262,122
sample_2090,129,245,105,372,426,104,210,164,100,82,129,233,209,266,122
sample_2091,125,239,113,368,422,101,215,164,97,86,123,233,213,264,124
sample_2092,123,239,109,372,424,101,215,168,106,78,125,236,205,262,124
sample_2093,129,239,105,368,428,98,215,168,100,78,125,239,205,261,122
sample_2094,121,239,109,372,426,101,215,168,100,78,129,239,213,262,124
sample_2095,123,233,113,364,424,104,210,172,103,80,123,242,205,264,124
sample_2096,123,236,113,361,424,98,215,172,106,78,121,245,201,262,124
sample_2097,129,239,109,370,426,98,215,168,103,82,125,239,205,261,124
sample_2098,127,245,109,362,428,101,210,159,109,82,125,242,209,262,122
sample_2099,129,233,101,368,428,101,210,164,106,82,129,242,213,270,122
sample_2100,123,233,109,361,424,98,210,172,103,80,121,233,205,261,122
sample_2101,125,236,105,370,428,98,210,164,109,80,127,242,205,262,122
sample_2102,125,236,105,372,422,104,215,172,97,78,127,236,213,264,124
sample_2103,121,236,113,370,426,104,215,172,97,82,127,242,205,262,124
sample_2104,125,236,109,372,426,104,215,164,106,80,127,239,205,264,124
sample_2105,121,233,113,364,424,110,215,168,109,84,121,233,205,270,122
sample_2106,121,236,109,362,422,107,210,164,109,86,121,239,205,264,124
sample_2107,121,239,109,372,424,98,215,168,100,82,123,233,209,261,124
sample_2108,123,233,113,364,424,98,215,176,106,84,125,245,205,262,122
sample_2109,123,242,105,362,426,110,215,172,112,86,125,239,205,264,124
sample_2110,123,239,113,362,424,107,210,164,112,86,123,242,205,261,122
sample_2111,121,233,105,362,424,104,215,172,112,86,121,233,205,264,124
sample_2112,125,239,109,370,426,107,215,164,100,78,129,236,205,262,124
sample_2113,121,233,109,361,424,98,215,172,100,80,121,245,205,266,124
sample_2114,123,233,105,361,424,101,215,172,103,78,121,242,205,261,122
sample_2115,123,239,105,368,426,98,210,164,106,80,121,239,205,264,124
sample_2116,129,236,113,370,426,104,215,164,100,80,127,236,209,261,124
sample_2117,123,233,113,361,424,98,215,172,103,80,121,233,205,264,124
sample_2118,129,236,113,370,428,104,215,172,97,82,127,239,209,264,122
sample_2119,127,236,105,364,422,104,210,172,106,86,125,239,209,270,122
sample_2120,127,242,113,364,424,101,215,172,106,82,119,239,205,264,122
sample_2121,119,236,113,361,424,101,215,176,103,82,123,233,205,264,122
sample_2122,119,236,109,366,426,104,210,172,106,80,123,239,201,266,124
sample_2123,123,239,109,370,422,101,215,168,100,80,129,239,205,264,124
sample_2124,129,245,109,364,426,101,210,159,109,80,129,242,213,272,122
sample_2125,127,233,101,364,428,110,210,159,100,82,129,236,209,270,122
sample_2126,127,239,109,372,424,98,215,164,100,80,127,239,209,264,122
sample_2127,127,245,101,364,426,104,210,164,103,82,129,242,209,262,124
sample_2128,127,245,105,364,428,104,215,172,106,82,127,236,209,268,122
sample_2129,129,239,105,368,422,101,215,168,97,78,125,239,209,261,124
sample_2130,125,239,113,361,422,101,215,172,112,86,123,236,209,268,122
sample_2131,123,233,109,361,424,98,215,176,100,82,123,233,205,264,122
sample_2132,119,233,101,364,426,104,210,172,106,82,123,233,209,270,122
sample_2133,125,236,113,372,426,107,215,164,100,78,125,236,209,261,124
sample_2134,125,239,113,372,424,101,215,168,100,80,127,239,213,261,122
sample_2135,125,239,105,372,424,98,215,164,100,78,125,233,209,264,122
sample_2136,129,239,109,370,424,104,210,164,103,78,125,239,205,262,122
sample_2137,125,239,105,372,426,101,215,159,106,78,129,239,205,261,124
sample_2138,123,233,113,361,424,98,215,176,103,82,123,239,201,266,124
sample_2139,121,236,105,364,426,98,215,172,109,86,125,236,209,266,124
sample_2140,121,245,113,361,424,104,215,176,103,82,123,245,205,264,122
sample_2141,123,236,105,368,426,101,215,176,109,84,119,236,205,266,124
sample_2142,129,245,105,372,428,104,210,164,103,80,125,242,209,266,124
sample_2143,127,239,105,370,426,107,215,172,97,80,127,239,205,261,124
sample_2144,123,239,113,368,426,104,215,168,100,78,125,239,209,264,124
sample_2145,127,239,109,370,428,101,215,168,97,78,125,233,213,261,124
sample_2146,125,245,101,372,428,101,210,159,97,80,125,242,205,270,122
sample_2147,129,242,105,372,428,107,210,164,109,84,127,242,209,268,122
sample_2148,121,233,113,361,424,98,215,172,103,78,121,242,205,264,122
sample_2149,127,245,105,364,426,107,210,164,109,82,125,233,213,272,122
sample_2150,125,245,105,366,428,107,215,164,106,80,127,236,209,270,122
sample_2151,127,242,105,364,426,107,215,172,109,82,129,245,213,272,122
sample_2152,129,239,105,361,428,107,210,164,100,82,119,242,205,264,122
sample_2153,123,239,109,364,426,98,215,176,103,78,125,233,205,262,124
sample_2154,127,245,101,368,428,107,210,164,106,80,129,233,213,272,122
sample_2155,127,239,105,372,424,101,215,172,100,78,125,239,213,264,124
sample_2156,125,239,109,370,426,104,215,168,100,80,129,239,209,264,124
sample_2157,119,236,105,362,422,107,215,172,106,80,121,233,205,268,122
sample_2158,121,239,109,368,428,101,215,164,100,80,125,239,209,261,124
sample_2159,127,242,109,364,426,107,210,172,97,84,125,242,213,272,122
sample_2160,129,242,105,362,426,107,215,164,112,82,127,245,205,272,122
sample_2161,121,233,105,361,424,104,215,176,103,82,121,236,205,266,124
sample_2162,129,239,105,370,422,101,215,168,100,80,125,239,209,262,122
sample_2163,123,239,113,361,426,98,210,172,103,78,125,233,205,262,122
sample_2164,121,239,113,361,424,104,215,172,100,82,125,242,205,262,124
sample_2165,121,233,113,364,424,98,215,172,100,84,121,236,205,264,122
sample_2166,127,242,105,372,428,104,210,164,109,80,129,245,213,272,122
sample_2167,121,233,113,361,424,101,215,172,100,82,125,239,205,264,122
sample_2168,121,236,105,362,426,107,210,164,103,86,125,239,213,264,124
sample_2169,121,236,105,362,424,104,210,172,106,86,119,239,205,262,122
sample_2170,123,233,113,361,428,101,215,172,103,80,123,239,205,264,124
sample_2171,123,239,113,361,424,98,215,176,103,82,123,236,201,264,122
sample_2172,121,239,113,364,424,101,210,176,109,86,121,236,205,262,124
sample_2173,129,242,105,372,422,101,215,176,100,78,127,239,213,261,124
sample_2174,127,239,105,368,428,104,215,168,106,78,129,239,205,264,124
sample_2175,121,236,105,361,424,104,215,172,100,78,121,245,205,262,122
sample_2176,123,239,113,361,424,98,215,176,100,80,121,236,205,262,122
sample_2177,127,245,109,368,428,107,210,164,103,82,125,245,213,272,122
sample_2178,121,239,109,362,428,107,210,164,106,80,123,242,205,264,124
sample_2179,119,242,105,362,422,104,210,164,106,86,123,239,205,262,124
sample_2180,127,236,105,361,424,104,210,164,106,84,129,236,205,262,124
sample_2181,119,236,113,361,426,101,210,176,103,82,121,236,205,261,122
sample_2182,127,233,105,362,428,107,215,172,106,82,125,245,209,264,124
sample_2183,123,239,105,362,428,107,215,159,112,80,125,239,213,268,122
sample_2184,129,242,105,364,428,104,210,164,112,82,127,236,205,266,122
sample_2185,129,242,109,364,428,104,210,164,103,82,127,242,209,270,122
sample_2186,119,233,113,364,424,107,215,172,97,86,123,236,209,262,122
sample_2187,125,239,105,370,426,101,215,176,106,80,127,239,205,262,124
sample_2188,127,239,113,372,426,101,215,168,103,80,125,239,205,264,124
sample_2189,123,233,105,361,428,98,215,172,103,80,123,245,205,266,122
sample_2190,127,239,105,370,422,98,215,168,106,80,123,239,209,262,124
sample_2191,127,245,101,370,428,101,210,164,109,82,129,242,209,262,122
sample_2192,123,236,105,364,422,104,210,172,97,86,121,242,209,266,122
sample_2193,125,239,109,368,424,101,215,168,97,78,123,239,213,261,124
sample_2194,127,245,109,364,428,110,210,164,109,82,125,233,205,266,122
sample_2195,127,242,105,364,428,107,210,164,109,80,129,242,205,272,122
sample_2196,125,239,113,372,428,101,215,172,106,78,123,239,205,262,124
sample_2197,123,242,105,364,428,107,215,172,103,80,125,242,209,261,124
sample_2198,121,233,113,361,424,101,210,176,103,84,125,233,201,266,122
sample_2199,127,236,109,370,424,101,215,164,106,78,127,236,209,262,124
sample_2200,127,245,105,372,428,107,215,164,97,82,129,239,213,266,122
sample_2201,123,233,113,361,424,101,215,172,100,78,123,236,205,266,122
sample_2202,129,239,113,372,426,104,215,168,106,80,125,239,209,261,122
sample_2203,121,239,113,364,424,98,210,176,103,78,123,233,205,262,122
sample_2204,127,242,105,372,428,107,210,164,112,84,125,245,213,272,122
sample_2205,127,233,109,364,428,107,210,172,109,82,125,245,209,272,122
sample_2206,125,239,113,372,428,101,215,164,100,78,129,245,209,264,124
sample_2207,125,242,113,364,422,110,210,172,106,84,123,233,213,264,124
sample_2208,125,239,109,370,426,107,215,168,106,78,127,236,213,262,122
sample_2209,125,242,105,372,424,104,210,168,106,82,127,245,205,272,122
sample_2210,125,233,101,372,428,107,215,168,109,84,125,236,213,262,124
sample_2211,127,245,105,364,426,104,210,164,109,82,127,239,213,262,122
sample_2212,123,233,101,368,428,104,210,168,103,86,123,236,205,264,124
sample_2213,127,233,101,368,428,107,210,159,106,80,125,242,209,272,124
sample_2214,123,245,109,361,428,101,215,172,106,82,123,242,205,264,122
sample_2215,123,233,105,364,426,104,215,168,109,86,129,233,213,268,124
sample_2216,129,245,101,366,426,104,210,159,112,82,125,245,213,272,122
sample_2217,123,236,105,361,424,98,215,176,103,80,123,239,205,262,124
